Speaker,Utterance,Dialogue_Act,Dialogue_ID
T_15_S58,"Certo: sono un agente artificiale, dopotutto, e quindi tendo ad essere un po' ripetitiva. Scusami!",TALK-ABOUT-SELF,24
T_15_U58,prego comunque è veramente piacevole dialogare con te,KIND-ATTITUDE_SMALL-TALK,24
T_15_S59,Grazie e arrivederci!,CLOSING,24
T_15_U59,ciao,CLOSING,24
T_1_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta.",OPENING,25
T_1_U1,sono Simone e ci tengo alla mia alimentazione,OPENING,25
T_1_S2,Quali sono le tue abitudini alimentari?,QUESTION,25
T_1_U2,"provo a mangiare ad orari fissi, cioè a colazione pranzo e cena e vario i cibi a seconda dell'orario",STATEMENT,25
T_1_S3,Ti piace mangiare?,QUESTION,25
T_1_U3,"si, ma anche tenere alla mia salute",STATEMENT,25
T_1_S4,Che pensi di un bel piatto di spaghetti?,QUESTION,25
T_1_U4,vorrei sapere che cosa si intende per equilibrio alimentare,INFO-REQUEST,25
T_1_S5,"Bisognerebbe mangiare solo se si ha fame, ed aspettare che la digestione sia completata, prima di assumere altri cibi.",PERSUASION-SUGGEST,25
T_1_U5,secondo te come si bilanciano gli alimenti?,INFO-REQUEST,25
T_1_S6,"In una dieta equilibrata, almeno il 50 percento delle calorie totali dovrebbe provenire da cibi a base di carboidrati.",PERSUASION-SUGGEST,25
T_1_U6,e le altre sostanze come si distribuiscono nela giornata?,INFO-REQUEST,25
T_1_S7,"Idealmente, bisognerebbe mangiare almeno cinque porzioni di frutta e verdura , ogni giorno.",PERSUASION-SUGGEST,25
T_1_U7,e oltre la frutta?,INFO-REQUEST,25
T_1_S8,"Limitare la dose di grassi, in particolare quelli saturi, rappresenta un elemento fondamentale di una dieta sana.",PERSUASION-SUGGEST,25
T_1_U8,quali alimenti contengono i grassi insaturi?,INFO-REQUEST,25
T_1_S9,"Mi dispiace, non so rispondere a questa domanda.",ANSWER,25
T_1_U9,secondo te è importante considerare il peso di una persona nel momento in cui decide di iniziare una dieta?,INFO-REQUEST,25
T_1_S10,Si,ANSWER,25
T_1_U10,e quali altri accorgimenti dovrebbe prendere una persona in sovrappeso che decide di iniziare una dieta?,INFO-REQUEST,25
T_1_S11,"Bisognerebbe mangiare solo se si ha fame, ed aspettare che la digestione sia completata, prima di assumere altri cibi.",PERSUASION-SUGGEST,25
T_1_U11,una persona con problemi di cuore potrebbe cominciare una dieta?,INFO-REQUEST,25
T_1_S12,Credo di si,ANSWER,25
T_1_U12,quali problemi di carattere medico può provocare una cattiva alimentazione?,INFO-REQUEST,25
T_1_S13,"Molti pensano che mangiare sia soltanto un piacere o un modo per sopravvivere. Invece contribuisce in modo fondamentale al benessere. A lungo andare, nutrirsi in modo sbagliato rischia di influire negativamente sulla tua salute. Lo sai, vero?",PERSUASION-SUGGEST,25
T_1_U13,"si, ma in che modo?",SOLICITATION-REQ_CLARIFICATION,25
T_1_S14,"Mi dispiace, non so rispondere a questa domanda.",ANSWER,25
T_1_U14,se si mangiano molte patatine fritte è un bene?,INFO-REQUEST,25
T_1_S15,No,ANSWER,25
T_1_U15,perchè?,SOLICITATION-REQ_CLARIFICATION,25
T_1_S16,"Il fritto piace a molti, ma andrebbe limitato per quanto possibile. Le cose che compri alle macchinette contengono molte sostanze dannose e pochi elementi nutritivi.",PERSUASION-SUGGEST,25
T_1_U16,"ho capito, ma qual'è il rischio salutare di assumere cibi fritti?",INFO-REQUEST,25
T_1_S17,"Pensi che la tua dieta sia giusta, o vorresti cambiare le tue abitudini alimentari?",QUESTION,25
T_1_U17,penso che dovrei controllare maggiormente il consumo di dolciumi.,STATEMENT,25
T_1_S18,Hai mai desiderato di cambiare dieta?,QUESTION,25
T_1_U18,si,GENERIC-ANSWER,25
T_1_S19,"Il tuo peso ti sembra giusto, o vorresti cambiarlo?",QUESTION,25
T_1_U19,ho quattro chili di troppo e quindi vorrei cambiarlo.,STATEMENT,25
T_1_S20,Per quale motivo non hai mai provato?,QUESTION,25
T_1_U20,perchè non sono molto paziente.,STATEMENT,25
T_1_S21,Prova a pensare a tutto quello che mangi durante il giorno. Ti sembra di assumere tutte le sostanze di cui avresti bisogno?,QUESTION,25
T_1_U21,assumo regolarmente carboidrati proteine e vitamine. forse scarseggio con i sali minerali e abbondo con i grassi.,STATEMENT,25
T_1_S22,"Non bisogna eliminare completamente i grassi.Basta limitarne le dosi, soprattutto di quelli saturi, privilegiando invece i grassi insaturi, come il magnifico olio di oliva!",PERSUASION-SUGGEST,25
T_1_U22,io ho difficoltà ad organizzare la mia dieta per mancanza di tempo.,STATEMENT,25
T_1_S23,"Certo, organizzarti in modo da mangiare correttamente probabilmente non ti sembra facile, specialmente se lavori o studi e non hai nessuno che ti aiuta. Devi trovare il tempo per fare la spesa e cucinare un pasto variato, mentre preparare un panino oppure mangiare quello che capita richiede sicuramente meno tempo.",OFFER-GIVE-INFO,25
T_1_U23,sono invalido al 90%,STATEMENT,25
T_1_S24,Ti consiglio di consultare un esperto,ANSWER,25
T_1_U24,mi indicheresti quale?,INFO-REQUEST,25
T_1_S25,Grazie e arrivederci!,CLOSING,25
T_1_U25,ciao e grazie per la tua pazienza e collaborazione e tu non mi saluti?,KIND-ATTITUDE_SMALL-TALK,25
T_1_S26,Grazie e arrivederci!,CLOSING,25
T_1_U26,dici sempre le stesse cose?,REJECT,25
T_1_S27,Credo di no,ANSWER,25
T_1_U27,"e io invece si, comunque non importa.",KIND-ATTITUDE_SMALL-TALK,25
T_1_S28,Complimenti e arrivederci!,CLOSING,25
T_12_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta. Quali sono le tue abitudini alimentari?",OPENING,26
T_12_U1,dieta mediterranea,STATEMENT,26
T_12_S2,Ti piace mangiare?,QUESTION,26
T_12_U2,si,GENERIC-ANSWER,26
T_12_S3,Segui una dieta variata?,QUESTION,26
T_12_U3,si,GENERIC-ANSWER,26
T_12_S4,Che pensi di un bel piatto di spaghetti?,QUESTION,26
T_12_U4,buoni,STATEMENT,26
T_12_S5,Che pensi di un bel piatto di frittura?,QUESTION,26
T_12_U5,non mi piace molto,STATEMENT,26
T_12_S6,Ti attirano molto i dolci?,QUESTION,26
T_12_U6,si purtroppo,STATEMENT,26
T_12_S7,Ne mangi spesso?,QUESTION,26
T_12_U7,a volte,GENERIC-ANSWER,26
T_12_S8,"Pensi che la tua dieta sia giusta, o vorresti cambiare le tue abitudini alimentari?",QUESTION,26
T_12_U8,un poco,STATEMENT,26
T_12_S9,"Il tuo peso ti sembra giusto, o vorresti cambiarlo?",QUESTION,26
T_12_U9,dimagrire,STATEMENT,26
T_12_S10,Prova a pensare a tutto quello che mangi durante il giorno: ti sembra di assumere tutte le sostanze di cui avresti bisogno?,QUESTION,26
T_12_U10,forse,GENERIC-ANSWER,26
T_12_S11,E allora? Dimmi qualcosa di piu'!,ENCOURAGE-SORRY,26
T_12_U11,tipo,SOLICITATION-REQ_CLARIFICATION,26
T_12_S12,Hai mai provato a chiederti a cosa sono dovute le tue abitudini alimentari?,QUESTION,26
T_12_U12,no,GENERIC-ANSWER,26
T_12_S13,"Il nostro organismo ha bisogno di oltre 40 sostanze nutritive diverse. Quindi, per mantenersi in forma, bisogna diversificare i i cibi contenuti nella dieta.",PERSUASION-SUGGEST,26
T_12_U13,va bene,AGREE,26
T_12_S14,"Dimmi, ci sono aspetti particolari della dieta sui quali ti piacerebbe avere maggiori informazioni? Posso provare a risponderti, anche se le mie conoscenze sono ancora incomplete.",OFFER-GIVE-INFO,26
T_12_U14,va bene,AGREE,26
T_12_S15,"Hai mai riflettuto su quanto sia importante, per te, mangiare bene e sentirti in forma? Hai mai riflettuto se sia o no importante, per te, mangiare in modo sano ed equilibrato e sentirti bene e in forma?",QUESTION,26
T_12_U15,si,GENERIC-ANSWER,26
T_12_S16,"Molti pensano che mangiare sia soltanto un piacere o un modo per sopravvivere. Invece contribuisce in modo fondamentale al benessere. A lungo andare, nutrirsi in modo sbagliato rischia di influire negativamente sulla salute. Lo sai, vero?",PERSUASION-SUGGEST,26
T_12_U16,certo infatti cerco di mangiare sano,AGREE,26
T_12_S17,"Ah, bello! Alimentazione corretta e abitudini sane influiscono sul nostro aspetto, su come ci sentiamo, su quanto riusciamo a goderci la vita. Scelte alimentari intelligenti adottate nel periodo infantile e mantenute da adulti possono contribuire a ridurre il rischio di patologie quali obesita', malattie cardiache, ipertensione, diabete, alcuni tipi di cancro e osteoporosi.",PERSUASION-SUGGEST,26
T_12_U17,dimmi qualcosa di piu,INFO-REQUEST,26
T_12_S18,"Una cattiva alimentazione puo' causare seri danni, come diversi tipi di tumori. Il consumo eccessivo di grassi provoca un aumento del peso corporeo per accumulo di tessuto adiposo, aumentando i rischi di problemi  cardiocircolatori e respiratori. Un aumento del colesterolo favorisce infarto e ictus.",PERSUASION-SUGGEST,26
T_12_U18,cosa devo mangiare per evitare queste patologie,INFO-REQUEST,26
T_12_S19,"In una dieta equilibrata, almeno il 50 percento delle calorie totali dovrebbe provenire da cibi a base di carboidrati. I carboidrati, di qualsiasi tipo, fanno bene alla salute. Aiutano a tenere sotto controllo il peso, soprattutto se abbinati ad una attivita' fisica costante, sono fondamentali per una corretta funzione intestinale e sono un combustibile importante per il cervello e i muscoli. Una dieta contenente un livello ottimale di carboidrati puo' aiutare a prevenire un accumulo di grassi, fornendo il carburante immediatamente disponibile per l'attivita' fisica, mentre la fibra alimentare aiuta l'intestino a funzionare correttamente.",PERSUASION-SUGGEST,26
T_12_U19,quali sono e quale è la giustsa quantità,INFO-REQUEST,26
T_12_S20,"Idealmente un pasto dovrebbe contenere da 75 a 100 grammi di carne, un frutto di media grandezza, un piccolo piatto di pasta o 50 grammi di gelato. I cibi pronti permettono di controllare le porzioni riportando sulla confezione il valore energetico in calorie.",OFFER-GIVE-INFO,26
T_12_U20,la mia dieta ti sembra giusta,INFO-REQUEST,26
T_12_S21,Credo di si,ANSWER,26
T_12_U21,sono stata promossa,KIND-ATTITUDE_SMALL-TALK,26
T_12_S22,Puo' darsi,ANSWER,26
T_12_U22,tu cosa mangi,KIND-ATTITUDE_SMALL-TALK,26
T_12_S23,Forse dimentichi che io sono un agente artificiale,TALK-ABOUT-SELF,26
T_12_U23,pensavo avessi preparato una dieta tipo pure per te come esempio,KIND-ATTITUDE_SMALL-TALK,26
T_12_S24,"Non sono in grado di mangiare, e quindi non seguo diete particolari .",TALK-ABOUT-SELF,26
T_12_U24,ti saluto grazie per la chiacchierata,CLOSING,26
T_12_S25,"Se hai dei problemi, in futuro, torna da me; proveremo a risolverli insieme",OFFER-GIVE-INFO,26
T_12_U25,mi devi parlare della attività fisica se ne hai le conoscenze,INFO-REQUEST,26
T_12_S26,Purtroppo sono poco esperta in questo campo.,ANSWER,26
T_12_U26,che ne pensi del consumo eccessivo di dolci,INFO-REQUEST,26
T_12_S27,"I dolci sono da evitare, ovvero da limitare a particolari occasioni. Sono da preferire i gelati alla frutta e i dolci secchi o con marmellata, evitando quelli farciti con panna o creme elaborate, e, quindi, ricchi in grassi e calorie.",PERSUASION-SUGGEST,26
T_12_U27,perchè,SOLICITATION-REQ_CLARIFICATION,26
T_12_S28,"Un eccesso di grasso corporeo costituisce un fattore di rischio elevato per lo sviluppo di molti disturbi quali malattie cardiache, pressione arteriosa alta (ipertensione), diabete di tipo 2 e alcuni tipi di cancro. Limitare la quantita' di grassi, in particolare quelli saturi, e' un elemento fondamentale di una dieta sana. I grassi saturi sono contenuti in quasi tutti gli alimenti di origine animale : ad esempio, il burro, il formaggio, la carne, il latte e lo yogurt intero.  Ma anche diversi prodotti di origine vegetale, come la margarina e gli olii di cocco e di palma, contengono grassi saturi. I grassi insaturi si trovano invece in alcuni pesci (il cosiddetto pesce azzurro) e in alcuni olii vegetali, come quello di oliva.",PERSUASION-SUGGEST,26
T_12_U28,però è il cibo che mi piace di più,REJECT,26
T_12_S29,Guai ad eliminare il piacere di mangiare!  Le regole non vanno applicate in modo troppo rigido!,ENCOURAGE-SORRY,26
T_4_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta.",OPENING,27
T_4_U1,ciao sono Carlo e sono molto contento di sottopormi a questo esperimento,OPENING,27
T_4_S2,Quali sono le tue abitudini alimentari?,QUESTION,27
T_4_U2,"abbastanza scordinate, soprattutto in estete, perche tendo a mangiare spesso durante la giornata e disordinatamente.",STATEMENT,27
T_4_S3,Ti piace mangiare?,QUESTION,27
T_4_U3,"molto. però cerco di fare attenzione a quello che mangio, perche ci tengo alla mia forma fisica. non mi piacerebbe diventare ciccione",STATEMENT,27
T_4_S4,Che cosa hai mangiato per pranzo?,QUESTION,27
T_4_U4,"solo un piatto di pasta, perchè ho male hai denti",STATEMENT,27
T_4_S5,Ti piacciono frutta e  verdura?,QUESTION,27
T_4_U5,"di frutta non faccio un grande uso, ma la verdura molto. forse ti sembrerà strano?",STATEMENT,27
T_4_S6,Credo di no,ANSWER,27
T_4_U6,siccome è insolito che a qualcuno piaccia molto la verdura per questo te lo chiedevo. comunque a te piace la frutta e la verdura?,KIND-ATTITUDE_SMALL-TALK,27
T_4_S7,"Mi dispiace, non so rispondere a questa domanda.",ANSWER,27
T_4_U7,"hai ragione, scusami forse tu non hai l'abitudine di mangiare. vero?",KIND-ATTITUDE_SMALL-TALK,27
T_4_S8,Si,ANSWER,27
T_4_U8,mi aspettavo da te delle risposte più chiare e complete.,REJECT,27
T_4_S9,Ti attirano molto i dolci?,QUESTION,27
T_4_U9,"non molto, preferisco di più il salato.",STATEMENT,27
T_4_S10,Che pensi di un bel piatto di frittura?,QUESTION,27
T_4_U10,a te piacciono i dolci? la frittura comunque non mi ispira molto. fa ingrassare non è vero?,INFO-REQUEST,27
T_4_S11,"Il fritto piace a molti, ma andrebbe limitato per quanto possibile. Le cose che compri alle macchinette contengono molte sostanze dannose e pochi elementi nutritivi.",PERSUASION-SUGGEST,27
T_4_U11,penso che tu abbia ragione. ma ti sei mai chiesta perchè le cose ch fanno più male sono sempre le più buone?,SOLICITATION-REQ_CLARIFICATION,27
T_4_S12,No,ANSWER,27
T_4_U12,ecco perche allora ingrassiamo senza rendercene conto? IO invece cerco di fare molta attenzione a quello che mangio.,STATEMENT,27
T_4_S13,Prova a pensare a tutto quello che mangi durante il giorno. Ti sembra di assumere tutte le sostanze di cui avresti bisogno?,QUESTION,27
T_4_U13,"penso di assumere tutte le sostanze di cui avrei bisogno, anche se qualce volta esagere nelm mangiare. Credo che ci vorrebbe un buon autocontrollo per una buona alimentazione.",STATEMENT,27
T_4_S14,Credo di si,ANSWER,27
T_4_U14,cosa servirebbe secondo te per un buon autocontrollo,INFO-REQUEST,27
T_4_S15,"Bisognerebbe mangiare solo se si ha fame, ed aspettare che la digestione sia completata, prima di assumere altri cibi.",PERSUASION-SUGGEST,27
T_4_U15,"a volte però fattori come lo stress, l'ansia e la tristezza ci portano a mangiare senza misura?",INFO-REQUEST,27
T_4_S16,Si,ANSWER,27
T_4_U16,allora forse bisognerebbe non avere molte scorte nel frigorifero.,SOLICITATION-REQ_CLARIFICATION,27
T_4_S17,"Hai mai riflettuto su quanto sia importante, per te, mangiare bene e sentirti in forma?",QUESTION,27
T_4_U17,si. soprattutto quando affronto periodi di stress e tendo a mangiare molto .,STATEMENT,27
T_4_S18,"Pensi che la tua dieta sia giusta, o vorresti cambiare le tue abitudini alimentari?",QUESTION,27
T_4_U18,"mi piacerebbe si aquisire delle sane abitudini alimentari, ma è proprio difficile. anche perchè non sempre si è a casa all'ora di pranza. ed proprio quello che ci porta a mangiare in maniera poco sana. tu cosa mi consigli?",SOLICITATION-REQ_CLARIFICATION,27
T_4_S19,Diverse ricerche a livello internazionale hanno dimostrato quanto sia importante una dieta ricca di vegetali e di frutta.,PERSUASION-SUGGEST,27
T_4_U19,cosa fac cio aloora quando sono fuori a pranzo mi porto il fagottino con della frutta?,INFO-REQUEST,27
T_4_S20,Si,ANSWER,27
T_4_U20,in base alle risposte che ti ho dato pensi che io segua delle buone abitudini alimentari?,INFO-REQUEST,27
T_4_S21,Credo di no,ANSWER,27
T_4_U21,perchè no?,SOLICITATION-REQ_CLARIFICATION,27
T_4_S22,"Il nostro organismo ha bisogno di oltre 40 sostanze nutritive diverse. Quindi, per mantenersi in forma, bisogna diversificare i cibi contenuti nella dieta.",PERSUASION-SUGGEST,27
T_4_U22,quindi potrei saltare il pranzo e fare un'unico pasto la sera?,INFO-REQUEST,27
T_4_S23,No. Mangiare ad orari fissi aiuta ad evitare di saltare i pasti e di trascurare sostanze che spesso non vengono compensate nei pasti successivi.,PERSUASION-SUGGEST,27
T_4_U23,però il lavoro in questo alcune volte non ci aiuta. tu che lavoro fai? sei per caso una dietologa?,REJECT,27
T_4_S24,"Mi dispiace, non so rispondere a questa domanda.",ANSWER,27
T_4_U24,"scusami. ma siccome ti vedo molto informata per quanto riguarda l'alimentazione, mi chiedevo se eri in grado di prescrivermi una buona dieta.",KIND-ATTITUDE_SMALL-TALK,27
T_4_S25,Ti consiglio di consultare un esperto,ANSWER,27
T_4_U25,grazie per il suggerimento. ma tu ne conosci qualcuno?,KIND-ATTITUDE_SMALL-TALK,27
T_4_S26,"Mi dispiace, non so rispondere a questa domanda.",ANSWER,27
T_4_U26,va bene grazie per la conversazione e alla prosssima chiacchierata. spero tu abbia gradito chiacchierare con me.,KIND-ATTITUDE_SMALL-TALK,27
T_4_S27,Si,ANSWER,27
T_4_U27,grazie molto gentile. Ciao ciao,CLOSING,27
T_4_S28,Grazie e arrivederci!,CLOSING,27
S_15_S1,"Ciao, il mio nome e' Valentina. Sono qui per darti dei suggerimenti su come migliorare la tua dieta.",OPENING,28
S_15_U1,Dimmi che cosa mi vorresti consigliare?,SOLICITATION-REQ_CLARIFICATION,28
S_15_S2,Cosa mangi di solito?,QUESTION,28
S_15_U2,allora a me piace mangiare la carne. E tu invece cosa mangi di solito?,KIND-ATTITUDE_SMALL-TALK,28
S_15_S3,Che cosa hai mangiato per colazione?,QUESTION,28
S_15_U3,"Latte, biscotti e cereali",STATEMENT,28
S_15_S4,Che cosa hai mangiato per cena?,QUESTION,28
S_15_U4,"Ieri sera, patatine...",STATEMENT,28
S_15_S5,Ti alimenti spesso in questa maniera?,QUESTION,28
S_15_U5,"No, in maniera saltuaria",GENERIC-ANSWER,28
S_15_S6,"Il fritto piace a molti, ma andrebbe limitato per quanto possibile. L'alimentazione moderna, particolarmente...",PERSUASION-SUGGEST,28
S_15_U6,"Sì, lo so. A te piace il fritto?",KIND-ATTITUDE_SMALL-TALK,28
